epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,9921.16,1.113,0.69958,1.11134,0.46593,0.37228,0.39785,0.16403,2.15601,1.59949,1.77522,0.0004885,0.0004885,0.0004885
33,10151.8,1.10418,0.70697,1.09917,0.42007,0.43267,0.40883,0.17688,2.13749,1.55952,1.75487,0.000472,0.000472,0.000472
34,10405.1,1.09041,0.69546,1.09536,0.48359,0.42278,0.38821,0.16703,2.11969,1.58168,1.75873,0.0004555,0.0004555,0.0004555
35,10650.8,1.07353,0.67456,1.09473,0.38774,0.47043,0.40039,0.17128,2.13364,1.58473,1.75185,0.000439,0.000439,0.000439
36,10905.7,1.05789,0.66936,1.0902,0.51972,0.4149,0.41384,0.17611,2.13218,1.57307,1.79058,0.0004225,0.0004225,0.0004225
37,11147.8,1.05842,0.65134,1.07584,0.48494,0.39784,0.39338,0.16239,2.15399,1.59033,1.76894,0.000406,0.000406,0.000406
38,11405.8,1.05265,0.65305,1.0811,0.44976,0.44598,0.39078,0.16998,2.14966,1.53903,1.80811,0.0003895,0.0003895,0.0003895
39,11676.9,1.01721,0.61956,1.05764,0.48393,0.42166,0.41491,0.17641,2.10298,1.5689,1.73641,0.000373,0.000373,0.000373
40,11917.6,0.98566,0.61133,1.05014,0.49883,0.4231,0.417,0.17753,2.11527,1.55641,1.74198,0.0003565,0.0003565,0.0003565
41,12157.3,1.0141,0.62061,1.05437,0.483,0.40417,0.40296,0.17474,2.1429,1.51331,1.75829,0.00034,0.00034,0.00034
42,12414.8,0.9892,0.60539,1.04816,0.38746,0.42511,0.38564,0.16778,2.12711,1.61773,1.73733,0.0003235,0.0003235,0.0003235
43,12582.1,0.96601,0.59026,1.03784,0.46257,0.42845,0.38665,0.16887,2.12521,1.51871,1.75747,0.000307,0.000307,0.000307
44,12745.4,0.93102,0.57241,1.02825,0.48142,0.40584,0.38772,0.16623,2.17356,1.62904,1.82051,0.0002905,0.0002905,0.0002905
45,12923,0.91208,0.55697,1.01906,0.47496,0.43476,0.40119,0.16748,2.13242,1.56292,1.79418,0.000274,0.000274,0.000274
46,13090.8,0.91385,0.56488,1.02868,0.51504,0.40632,0.42224,0.172,2.11974,1.5074,1.75687,0.0002575,0.0002575,0.0002575
47,13265.4,0.89433,0.55405,1.01609,0.48275,0.42924,0.41467,0.17549,2.1368,1.5773,1.77953,0.000241,0.000241,0.000241
48,13448.4,0.89768,0.55339,1.01718,0.52697,0.41066,0.4177,0.17899,2.13585,1.56575,1.81071,0.0002245,0.0002245,0.0002245
49,13632.6,0.89214,0.53927,1.01338,0.41942,0.46173,0.40723,0.17396,2.12822,1.52611,1.78575,0.000208,0.000208,0.000208
50,13818.2,0.85664,0.52793,0.99684,0.50374,0.43266,0.41191,0.17545,2.1461,1.57628,1.79047,0.0001915,0.0001915,0.0001915
51,13995.7,0.80973,0.45453,0.98034,0.48546,0.44275,0.42633,0.18224,2.11156,1.56854,1.79735,0.000175,0.000175,0.000175
52,14175.3,0.79357,0.4562,0.97732,0.48888,0.45569,0.42946,0.18456,2.14263,1.60736,1.7989,0.0001585,0.0001585,0.0001585
53,14357.8,0.80178,0.4616,0.99033,0.50801,0.41833,0.42014,0.18493,2.10934,1.57019,1.77803,0.000142,0.000142,0.000142
54,14540.5,0.77719,0.43856,0.96632,0.48545,0.42191,0.42544,0.18977,2.11501,1.61173,1.77783,0.0001255,0.0001255,0.0001255
55,14725.2,0.74255,0.42433,0.95804,0.48494,0.43984,0.42227,0.18204,2.12598,1.63587,1.79862,0.000109,0.000109,0.000109
56,14905.5,0.73274,0.41508,0.9572,0.5301,0.41133,0.42804,0.1888,2.1435,1.625,1.83036,9.25e-05,9.25e-05,9.25e-05
57,15094.1,0.73046,0.41667,0.94327,0.54573,0.38622,0.4111,0.18113,2.12048,1.65545,1.79939,7.6e-05,7.6e-05,7.6e-05
58,15279.5,0.70943,0.4045,0.93783,0.47108,0.41614,0.42003,0.188,2.15108,1.64475,1.82193,5.95e-05,5.95e-05,5.95e-05
59,15469,0.70573,0.4059,0.94125,0.47308,0.45651,0.41526,0.18233,2.14593,1.63549,1.82333,4.3e-05,4.3e-05,4.3e-05
60,15657.2,0.69497,0.39616,0.92995,0.46975,0.44922,0.41464,0.1832,2.14845,1.64968,1.82415,2.65e-05,2.65e-05,2.65e-05
